Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Dicarboxylic Acid Transport (GO:0006835)	1/24	0.43089338640172387	0.5883772636652981	0	0	1.8323786271011362	1.5426696398220914	SLC1A3
Ear Morphogenesis (GO:0042471)	1/24	0.43089338640172387	0.5883772636652981	0	0	1.8323786271011362	1.5426696398220914	MYO6
Iron Ion Transport (GO:0006826)	1/24	0.43089338640172387	0.5883772636652981	0	0	1.8323786271011362	1.5426696398220914	TTYH1
Lipid Translocation (GO:0034204)	1/24	0.43089338640172387	0.5883772636652981	0	0	1.8323786271011362	1.5426696398220914	ATP9A
Negative Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050858)	1/24	0.43089338640172387	0.5883772636652981	0	0	1.8323786271011362	1.5426696398220914	DUSP3
Negative Regulation Of Ossification (GO:0030279)	1/24	0.43089338640172387	0.5883772636652981	0	0	1.8323786271011362	1.5426696398220914	SFRP1
Outflow Tract Septum Morphogenesis (GO:0003148)	1/24	0.43089338640172387	0.5883772636652981	0	0	1.8323786271011362	1.5426696398220914	NELL2
Positive Regulation Of Interleukin-17 Production (GO:0032740)	1/24	0.43089338640172387	0.5883772636652981	0	0	1.8323786271011362	1.5426696398220914	PRKCQ
Positive Regulation Of p38MAPK Cascade (GO:1900745)	1/24	0.43089338640172387	0.5883772636652981	0	0	1.8323786271011362	1.5426696398220914	GADD45G
Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800)	1/24	0.43089338640172387	0.5883772636652981	0	0	1.8323786271011362	1.5426696398220914	BMP7
Protein K48-linked Deubiquitination (GO:0071108)	1/24	0.43089338640172387	0.5883772636652981	0	0	1.8323786271011362	1.5426696398220914	OTUD7A
Regulation Of Actin Nucleation (GO:0051125)	1/24	0.43089338640172387	0.5883772636652981	0	0	1.8323786271011362	1.5426696398220914	CARMIL1
G1/S Transition Of Mitotic Cell Cycle (GO:0000082)	2/63	0.4313113163846333	0.588574478668187	0	0	1.3820878574976936	1.162232422049345	CCND2;PIM2
Apoptotic Process (GO:0006915)	6/228	0.43557110781421776	0.5940107883499345	0	0	1.1397379912663756	0.9472330731692377	DAPK1;BNIP3;FAS;BMF;BBC3;RHOB
Negative Regulation Of Cell Death (GO:0060548)	2/64	0.43923761873516864	0.5973313078674722	0	0	1.359726295210166	1.1186668648869718	PINK1;BNIP3
Protein N-linked Glycosylation (GO:0006487)	2/64	0.43923761873516864	0.5973313078674722	0	0	1.359726295210166	1.1186668648869718	MGAT5B;MGAT3
Cellular Response To Organonitrogen Compound (GO:0071417)	3/105	0.44127824003974636	0.5973313078674722	0	0	1.2398877121347454	1.0143269337186107	SFRP1;AKAP6;ZFP36L1
Regulation Of Chondrocyte Differentiation (GO:0032330)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	BMPR1B
Regulation Of Glycogen Biosynthetic Process (GO:0005979)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	PPP1R3C
Regulation Of Monocyte Chemotaxis (GO:0090025)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	DUSP1
Bile Acid Biosynthetic Process (GO:0006699)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	CYP46A1
Response To dsRNA (GO:0043331)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	TICAM1
Wound Healing, Spreading Of Cells (GO:0044319)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	DDR1
Inner Ear Morphogenesis (GO:0042472)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	MYO6
Myotube Differentiation (GO:0014902)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	CACNA1H
Negative Regulation Of TORC1 Signaling (GO:1904262)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	SESN3
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	SFRP2
Osteoclast Differentiation (GO:0030316)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	EPHA2
Peptide Hormone Secretion (GO:0030072)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	PTPRN
Positive Regulation Of Peptidase Activity (GO:0010952)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	PINK1
Positive Regulation Of Striated Muscle Cell Differentiation (GO:0051155)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	MMP14
Proteoglycan Metabolic Process (GO:0006029)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	BMPR1B
Regulation Of B Cell Activation (GO:0050864)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	ZFP36L1
Regulation Of Actin Cytoskeleton Reorganization (GO:2000249)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	CARMIL1
Regulation Of Cell Cycle Phase Transition (GO:1901987)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	MN1
Regulation Of Cell Size (GO:0008361)	1/25	0.4441124965557414	0.5973313078674722	0	0	1.755939524838013	1.4252563894853427	RAP1GAP2
Protein Glycosylation (GO:0006486)	4/147	0.44527801550657875	0.5985248528233338	0	0	1.1792642140468228	0.9540913044139474	GALNT16;MGAT5B;GALNT17;MGAT3
Endocytosis (GO:0006897)	5/189	0.44709556242040815	0.5998410954223459	0	0	1.145685327271005	0.922257121341764	ANXA3;MYO6;RHOU;GAS6;ATP9A
Monocarboxylic Acid Biosynthetic Process (GO:0072330)	2/65	0.44710313440064653	0.5998410954223459	0	0	1.3380746237889094	1.0771045578804639	SRR;CYP46A1
Positive Regulation Of DNA Biosynthetic Process (GO:2000573)	2/65	0.44710313440064653	0.5998410954223459	0	0	1.3380746237889094	1.0771045578804639	PRKCQ;KLF4
Response To Calcium Ion (GO:0051592)	3/106	0.44737219245021614	0.5998410954223459	0	0	1.2277867868500305	0.9875879643577206	ADGRV1;SYT11;CPNE7
Intracellular Monoatomic Cation Homeostasis (GO:0030003)	5/190	0.4516185259157886	0.6048697619871263	0	0	1.1394335511982572	0.9057555841413194	CYBRD1;ATP1A3;ATP1A2;ATP1B1;SLC8A2
Regulation Of Cellular Response To Stress (GO:0080135)	3/107	0.45343940652376485	0.6048697619871263	0	0	1.2159185716669447	0.9616622545247279	PINK1;CORO2B;SOX4
Positive Regulation Of T Cell Activation (GO:0050870)	3/107	0.45343940652376485	0.6048697619871263	0	0	1.2159185716669447	0.9616622545247279	GNAO1;PRKCQ;SMARCA2
Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)	4/149	0.45553350833918876	0.6048697619871263	0	0	1.1628785607196401	0.914355133303064	CDKN2A;GAS6;KLF4;BMP7
Negative Regulation Of Protein Phosphorylation (GO:0001933)	4/149	0.45553350833918876	0.6048697619871263	0	0	1.1628785607196401	0.914355133303064	SFRP1;SFRP2;CADM4;SH3GL2
Fc Receptor Signaling Pathway (GO:0038093)	1/26	0.45702520120402756	0.6048697619871263	0	0	1.6856155507559396	1.3198652014390275	PRKCQ
L-amino Acid Transport (GO:0015807)	1/26	0.45702520120402756	0.6048697619871263	0	0	1.6856155507559396	1.3198652014390275	SLC1A3
Regulation Of Keratinocyte Differentiation (GO:0045616)	1/26	0.45702520120402756	0.6048697619871263	0	0	1.6856155507559396	1.3198652014390275	ZFP36L1
cAMP-mediated Signaling (GO:0019933)	1/26	0.45702520120402756	0.6048697619871263	0	0	1.6856155507559396	1.3198652014390275	AKAP6
Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901016)	1/26	0.45702520120402756	0.6048697619871263	0	0	1.6856155507559396	1.3198652014390275	ATP1B1
Calcium-Ion Regulated Exocytosis (GO:0017156)	1/26	0.45702520120402756	0.6048697619871263	0	0	1.6856155507559396	1.3198652014390275	SYT11
Cellular Response To Xenobiotic Stimulus (GO:0071466)	1/26	0.45702520120402756	0.6048697619871263	0	0	1.6856155507559396	1.3198652014390275	GAS6
Response To Glucocorticoid (GO:0051384)	1/26	0.45702520120402756	0.6048697619871263	0	0	1.6856155507559396	1.3198652014390275	ZFP36L1
Dendritic Spine Organization (GO:0097061)	1/26	0.45702520120402756	0.6048697619871263	0	0	1.6856155507559396	1.3198652014390275	EPHB1
Histone H3-K4 Methylation (GO:0051568)	1/26	0.45702520120402756	0.6048697619871263	0	0	1.6856155507559396	1.3198652014390275	KMT2C
Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352)	1/26	0.45702520120402756	0.6048697619871263	0	0	1.6856155507559396	1.3198652014390275	GAS6
Positive Regulation Of Adenylate Cyclase Activity (GO:0045762)	1/26	0.45702520120402756	0.6048697619871263	0	0	1.6856155507559396	1.3198652014390275	CACNA1C
Positive Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043552)	1/26	0.45702520120402756	0.6048697619871263	0	0	1.6856155507559396	1.3198652014390275	FGFR3
Protein Localization To Cell Surface (GO:0034394)	1/26	0.45702520120402756	0.6048697619871263	0	0	1.6856155507559396	1.3198652014390275	PTPRU
Regulation Of Actin Filament Bundle Assembly (GO:0032231)	1/26	0.45702520120402756	0.6048697619871263	0	0	1.6856155507559396	1.3198652014390275	SYNPO
Regulation Of Cardiac Muscle Cell Contraction (GO:0086004)	1/26	0.45702520120402756	0.6048697619871263	0	0	1.6856155507559396	1.3198652014390275	CACNA1C
Response To Tumor Necrosis Factor (GO:0034612)	3/108	0.4594789069033444	0.6077434589157942	0	0	1.2042764177254417	0.9365202998320195	SFRP1;NPNT;ZFP36L1
Cholesterol Metabolic Process (GO:0008203)	2/67	0.4626461102879731	0.6108063983679252	0	0	1.2967698967698968	0.9995409746193534	LCAT;CYP46A1
Extrinsic Apoptotic Signaling Pathway (GO:0097191)	2/67	0.4626461102879731	0.6108063983679252	0	0	1.2967698967698968	0.9995409746193534	FAS;FGFR3
Protein Secretion (GO:0009306)	2/67	0.4626461102879731	0.6108063983679252	0	0	1.2967698967698968	0.9995409746193534	PTPRN;TVP23A
Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280)	3/109	0.4654897529341925	0.6117810169302086	0	0	1.1928539270658536	0.9121338813881316	DAPK1;FAS;BBC3
Activation Of Phospholipase C Activity (GO:0007202)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	EGFR
Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	MAPRE3
Regulation Of Peptidase Activity (GO:0052547)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	PINK1
Cardiac Muscle Cell Differentiation (GO:0055007)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	KDM6B
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	DNAJB5
Respiratory Tube Development (GO:0030323)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	WNT7B
Clathrin-Dependent Endocytosis (GO:0072583)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	STON2
Cortical Cytoskeleton Organization (GO:0030865)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	RAC3
Establishment Of Protein Localization To Vacuole (GO:0072666)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	CACNG8
Ventricular Septum Morphogenesis (GO:0060412)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	SOX4
Microtubule Polymerization Or Depolymerization (GO:0031109)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	MAP4
Negative Regulation Of NIK/NF-kappaB Signaling (GO:1901223)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	BMP7
Negative Regulation Of Notch Signaling Pathway (GO:0045746)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	MMP14
Negative Regulation Of Neurogenesis (GO:0050768)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	RUFY3
Peptidyl-Proline Modification (GO:0018208)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	P3H2
Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	KLF4
Positive Regulation Of Response To Wounding (GO:1903036)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	KANK1
Positive Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051443)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	PINK1
Regulation Of SMAD Protein Signal Transduction (GO:0060390)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	BMP7
Regulation Of Actin Polymerization Or Depolymerization (GO:0008064)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	DAAM2
Regulation Of Androgen Receptor Signaling Pathway (GO:0060765)	1/27	0.4696385873460523	0.6117810169302086	0	0	1.620701113141718	1.2249126815376545	SFRP1
Intermediate Filament Organization (GO:0045109)	2/68	0.47032096809910146	0.6122251510266932	0	0	1.277056277056277	0.9633345126380262	KLHL24;INA
Protein Modification By Small Protein Conjugation (GO:0032446)	9/364	0.4705485129173562	0.6122251510266932	0	0	1.06874477635041	0.8056798929583072	EGR2;SPSB1;PINK1;ENC1;MKRN1;UBE2E2;DTX1;KLHL24;FBXO32
Response To Lipid (GO:0033993)	3/110	0.47147103803320256	0.6130547878232337	0	0	1.1816449409045755	0.8884759998016343	SRR;GPX3;SPP1
Phagocytosis (GO:0006909)	2/69	0.4779298267839963	0.6173672698296381	0	0	1.2579311236027655	0.9287196840047451	ANXA3;GAS6
Phospholipid Metabolic Process (GO:0006644)	2/69	0.4779298267839963	0.6173672698296381	0	0	1.2579311236027655	0.9287196840047451	SMPD3;LCAT
Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068)	2/69	0.4779298267839963	0.6173672698296381	0	0	1.2579311236027655	0.9287196840047451	DDR1;ROR2
Epithelium Development (GO:0060429)	4/154	0.48088323462228205	0.6173672698296381	0	0	1.1238260869565218	0.8227876851470595	CPT1A;NDRG4;TST;WNT7B
Regulation Of Chemotaxis (GO:0050920)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	DUSP3
Golgi To Plasma Membrane Protein Transport (GO:0043001)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	RAB26
Regulation Of Lipid Biosynthetic Process (GO:0046890)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	THRSP
Regulation Of Nitric-Oxide Synthase Activity (GO:0050999)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	EGFR
Regulation Of Protein Targeting To Membrane (GO:0090313)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	KCNB1
Cell-Substrate Junction Assembly (GO:0007044)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	CDH11
Regulation Of Sodium Ion Transmembrane Transport (GO:1902305)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	SCN3B
Cellular Response To Osmotic Stress (GO:0071470)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	ZFP36L1
Fatty Acid Derivative Biosynthetic Process (GO:1901570)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	GGTA1
Transcription By RNA Polymerase III (GO:0006383)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	ZFP36L1
Hematopoietic Progenitor Cell Differentiation (GO:0002244)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	SFRP1
Limb Development (GO:0060173)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	SMOC1
Negative Regulation Of Cytoskeleton Organization (GO:0051494)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	KANK1
Negative Regulation Of Type II Interferon Production (GO:0032689)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	GAS6
Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	PNRC1
Phospholipid Catabolic Process (GO:0009395)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	SMPD3
Positive Regulation Of Fibroblast Proliferation (GO:0048146)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	GAS6
Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	KLF4
Protein Localization To Golgi Apparatus (GO:0034067)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	RAB6B
Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	SOX4
Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901)	1/28	0.4819595786774126	0.6173672698296381	0	0	1.560595152387809	1.139070645746679	CACNA1C
Small GTPase Mediated Signal Transduction (GO:0007264)	3/112	0.48334146698385155	0.6187690880126404	0	0	1.159843976994567	0.8432435750936026	CDKN2A;CCDC88C;RUNDC3A
Sensory Organ Development (GO:0007423)	2/70	0.4854716135007225	0.6200207194383114	0	0	1.2393684746625924	0.8956103703470057	SMOC1;BMPR1B
Sulfur Compound Biosynthetic Process (GO:0044272)	2/70	0.4854716135007225	0.6200207194383114	0	0	1.2393684746625924	0.8956103703470057	CBS;GGTA1
Protein K48-linked Ubiquitination (GO:0070936)	2/70	0.4854716135007225	0.6200207194383114	0	0	1.2393684746625924	0.8956103703470057	UBE2H;UBE2E2
Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277)	2/70	0.4854716135007225	0.6200207194383114	0	0	1.2393684746625924	0.8956103703470057	RGS16;MGLL
Regulation Of Hydrolase Activity (GO:0051336)	2/71	0.49294534058117506	0.6231401575109404	0	0	1.2213438735177866	0.8639261165000861	ARHGAP44;RAP1GAP
Synapse Assembly (GO:0007416)	2/71	0.49294534058117506	0.6231401575109404	0	0	1.2213438735177866	0.8639261165000861	SDK1;SRGAP3
Kidney Development (GO:0001822)	2/71	0.49294534058117506	0.6231401575109404	0	0	1.2213438735177866	0.8639261165000861	BMP7;SOX4
Myeloid Leukocyte Differentiation (GO:0002573)	2/71	0.49294534058117506	0.6231401575109404	0	0	1.2213438735177866	0.8639261165000861	PDE1B;EPHA2
Negative Regulation Of Protein Binding (GO:0032091)	2/71	0.49294534058117506	0.6231401575109404	0	0	1.2213438735177866	0.8639261165000861	ADAM15;TTBK1
Protein Autoubiquitination (GO:0051865)	2/71	0.49294534058117506	0.6231401575109404	0	0	1.2213438735177866	0.8639261165000861	KLHL24;RNF122
Regulation Of Developmental Growth (GO:0048638)	1/29	0.4939949389933385	0.6231401575109404	0	0	1.5047824745448934	1.061217754754989	FGFR3
RNA Biosynthetic Process (GO:0032774)	1/29	0.4939949389933385	0.6231401575109404	0	0	1.5047824745448934	1.061217754754989	ZFP36L1
TOR Signaling (GO:0031929)	1/29	0.4939949389933385	0.6231401575109404	0	0	1.5047824745448934	1.061217754754989	PINK1
Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034765)	1/29	0.4939949389933385	0.6231401575109404	0	0	1.5047824745448934	1.061217754754989	GRIN1
Regulation Of Muscle Contraction (GO:0006937)	1/29	0.4939949389933385	0.6231401575109404	0	0	1.5047824745448934	1.061217754754989	ATP1A2
Carbohydrate Derivative Biosynthetic Process (GO:1901137)	1/29	0.4939949389933385	0.6231401575109404	0	0	1.5047824745448934	1.061217754754989	TPI1
Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903320)	1/29	0.4939949389933385	0.6231401575109404	0	0	1.5047824745448934	1.061217754754989	PINK1
Regulation Of Striated Muscle Contraction (GO:0006942)	1/29	0.4939949389933385	0.6231401575109404	0	0	1.5047824745448934	1.061217754754989	ATP1A2
Sarcomere Organization (GO:0045214)	1/29	0.4939949389933385	0.6231401575109404	0	0	1.5047824745448934	1.061217754754989	FLNC
Glycolytic Process (GO:0006096)	1/29	0.4939949389933385	0.6231401575109404	0	0	1.5047824745448934	1.061217754754989	TPI1
Heterotypic Cell-Cell Adhesion (GO:0034113)	1/29	0.4939949389933385	0.6231401575109404	0	0	1.5047824745448934	1.061217754754989	ITGA7
mRNA Splice Site Recognition (GO:0006376)	1/29	0.4939949389933385	0.6231401575109404	0	0	1.5047824745448934	1.061217754754989	CELF5
Negative Regulation Of DNA Binding (GO:0043392)	1/29	0.4939949389933385	0.6231401575109404	0	0	1.5047824745448934	1.061217754754989	JUN
Positive Regulation Of Neural Precursor Cell Proliferation (GO:2000179)	1/29	0.4939949389933385	0.6231401575109404	0	0	1.5047824745448934	1.061217754754989	NCAN
Protein Insertion Into ER Membrane (GO:0045048)	1/29	0.4939949389933385	0.6231401575109404	0	0	1.5047824745448934	1.061217754754989	TRAM1L1
Response To Endoplasmic Reticulum Stress (GO:0034976)	3/114	0.49508360463415607	0.6237821529114191	0	0	1.13882863340564	0.8006291367088358	BRSK2;JUN;BBC3
Regulation Of MAP Kinase Activity (GO:0043405)	3/114	0.49508360463415607	0.6237821529114191	0	0	1.13882863340564	0.8006291367088358	DUSP1;BMP7;EGFR
Response To Amino Acid (GO:0043200)	1/30	0.5057512759377615	0.6338827873139561	0	0	1.4528189468980413	0.9904016111879291	GRIN1
Immunoglobulin Mediated Immune Response (GO:0016064)	1/30	0.5057512759377615	0.6338827873139561	0	0	1.4528189468980413	0.9904016111879291	GNAO1
Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020)	1/30	0.5057512759377615	0.6338827873139561	0	0	1.4528189468980413	0.9904016111879291	ATP1A2
Negative Regulation Of Interleukin-1 Production (GO:0032692)	1/30	0.5057512759377615	0.6338827873139561	0	0	1.4528189468980413	0.9904016111879291	GAS6
Phagocytosis, Engulfment (GO:0006911)	1/30	0.5057512759377615	0.6338827873139561	0	0	1.4528189468980413	0.9904016111879291	RAC3
Positive Regulation Of Cell Communication (GO:0010647)	1/30	0.5057512759377615	0.6338827873139561	0	0	1.4528189468980413	0.9904016111879291	GRIK2
Positive Regulation Of Lipid Kinase Activity (GO:0090218)	1/30	0.5057512759377615	0.6338827873139561	0	0	1.4528189468980413	0.9904016111879291	FGFR3
Positive Regulation Of Phosphate Metabolic Process (GO:0045937)	1/30	0.5057512759377615	0.6338827873139561	0	0	1.4528189468980413	0.9904016111879291	EGFR
Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034315)	1/30	0.5057512759377615	0.6338827873139561	0	0	1.4528189468980413	0.9904016111879291	CARMIL1
Protein Tetramerization (GO:0051262)	2/73	0.5076850695307608	0.6355661836126801	0	0	1.186817876958722	0.8045366769564175	KCNC3;GRIN1
Regulation Of Rho Protein Signal Transduction (GO:0035023)	2/73	0.5076850695307608	0.6355661836126801	0	0	1.186817876958722	0.8045366769564175	KANK1;MCF2L
Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041)	1/31	0.5172350446296663	0.6415503262495919	0	0	1.4043196544276457	0.9258087926150609	SFRP1
Regulation Of Gluconeogenesis (GO:0006111)	1/31	0.5172350446296663	0.6415503262495919	0	0	1.4043196544276457	0.9258087926150609	PDK2
Bile Acid Metabolic Process (GO:0008206)	1/31	0.5172350446296663	0.6415503262495919	0	0	1.4043196544276457	0.9258087926150609	CYP46A1
Cardiac Muscle Tissue Morphogenesis (GO:0055008)	1/31	0.5172350446296663	0.6415503262495919	0	0	1.4043196544276457	0.9258087926150609	S1PR1
Regulation Of Response To Biotic Stimulus (GO:0002831)	1/31	0.5172350446296663	0.6415503262495919	0	0	1.4043196544276457	0.9258087926150609	DAPK1
Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092)	1/31	0.5172350446296663	0.6415503262495919	0	0	1.4043196544276457	0.9258087926150609	NREP
Toll-Like Receptor Signaling Pathway (GO:0002224)	1/31	0.5172350446296663	0.6415503262495919	0	0	1.4043196544276457	0.9258087926150609	TICAM1
Triglyceride Homeostasis (GO:0070328)	1/31	0.5172350446296663	0.6415503262495919	0	0	1.4043196544276457	0.9258087926150609	DGAT2
Organic Cation Transport (GO:0015695)	1/31	0.5172350446296663	0.6415503262495919	0	0	1.4043196544276457	0.9258087926150609	SLC29A4
Phospholipid Translocation (GO:0045332)	1/31	0.5172350446296663	0.6415503262495919	0	0	1.4043196544276457	0.9258087926150609	ATP9A
Positive Regulation Of Rho Protein Signal Transduction (GO:0035025)	1/31	0.5172350446296663	0.6415503262495919	0	0	1.4043196544276457	0.9258087926150609	MCF2L
Positive Regulation Of Glucose Transmembrane Transport (GO:0010828)	1/31	0.5172350446296663	0.6415503262495919	0	0	1.4043196544276457	0.9258087926150609	CLIP3
Positive Regulation Of Lamellipodium Organization (GO:1902745)	1/31	0.5172350446296663	0.6415503262495919	0	0	1.4043196544276457	0.9258087926150609	CARMIL1
Positive Regulation Of Mononuclear Cell Migration (GO:0071677)	1/31	0.5172350446296663	0.6415503262495919	0	0	1.4043196544276457	0.9258087926150609	GAS6
Presynaptic Endocytosis (GO:0140238)	1/31	0.5172350446296663	0.6415503262495919	0	0	1.4043196544276457	0.9258087926150609	STON2
Regulation Of Cell Morphogenesis (GO:0022604)	1/31	0.5172350446296663	0.6415503262495919	0	0	1.4043196544276457	0.9258087926150609	NTNG2
Regulation Of Protein Binding (GO:0043393)	3/118	0.5181591971767192	0.642326378066993	0	0	1.0989908516457607	0.7225565412830645	HDAC5;TTBK1;ADD2
Cellular Response To Tumor Necrosis Factor (GO:0071356)	3/119	0.523839015220219	0.6489934143660975	0	0	1.0894606926471688	0.7044135421297404	SFRP1;NPNT;ZFP36L1
Nitrogen Compound Transport (GO:0071705)	4/163	0.5252725228120064	0.6491038185288175	0	0	1.059721082854799	0.6822887661275928	SLC6A6;SLC43A2;ARRDC3;SLC29A4
'De Novo' Post-Translational Protein Folding (GO:0051084)	1/32	0.5284525511442789	0.6491038185288175	0	0	1.3589493485682436	0.8667409629432092	DNAJB5
Amide Transport (GO:0042886)	1/32	0.5284525511442789	0.6491038185288175	0	0	1.3589493485682436	0.8667409629432092	SLC1A3
Regulation Of Transmembrane Transport (GO:0034762)	1/32	0.5284525511442789	0.6491038185288175	0	0	1.3589493485682436	0.8667409629432092	CTTNBP2NL
Transition Metal Ion Transport (GO:0000041)	1/32	0.5284525511442789	0.6491038185288175	0	0	1.3589493485682436	0.8667409629432092	TTYH1
